seq_id,print_id,tile_id,saturated,centroids
1596,SI266220200309225433,12,0,"[{""x"": 37.5435041716329, ""y"": 336.25983313468413, ""count"": 5034}, {""x"": 197.16632308845578, ""y"": 343.8852136431784, ""count"": 10672}]"
1597,SI266220200309225433,13,0,"[{""x"": 36.67902274641955, ""y"": 51.997472620050544, ""count"": 4748}, {""x"": 37.2930146301257, ""y"": 268.55738718318565, ""count"": 4853}, {""x"": 36.15728831725616, ""y"": 476.0233118971061, ""count"": 3732}, {""x"": 196.68615751789977, ""y"": 60.16815831344471, ""count"": 10056}, {""x"": 197.23022501719564, ""y"": 276.7774393239658, ""count"": 10177}, {""x"": 197.49065942838894, ""y"": 472.8473574964075, ""count"": 6263}, {""x"": 294.25, ""y"": 15.222222222222221, ""count"": 36}]"
1598,SI266220200309225433,14,0,"[{""x"": 39.75370501058575, ""y"": 10.750882145377558, ""count"": 1417}, {""x"": 37.28706754530478, ""y"": 200.58463756177923, ""count"": 4856}, {""x"": 37.23689080814312, ""y"": 416.7355541846597, ""count"": 4863}, {""x"": 197.7544483985765, ""y"": 21.244217081850532, ""count"": 4496}, {""x"": 197.10319337670018, ""y"": 208.76729745712595, ""count"": 10146}, {""x"": 197.05970296055867, ""y"": 424.90056063735614, ""count"": 10167}]"
1599,SI266220200309225433,15,0,"[{""x"": 37.25598037211204, ""y"": 132.82764260887345, ""count"": 4891}, {""x"": 196.84132296485873, ""y"": 141.0042327000689, ""count"": 10159}]"
1600,SI266220200309225433,0,0,"[{""x"": 346.06590302840107, ""y"": 335.3120979130708, ""count"": 6373}, {""x"": 474.7374891774892, ""y"": 343.03099567099565, ""count"": 5775}, {""x"": 495.92, ""y"": 500.56, ""count"": 25}]"
1601,SI266220200309225433,1,0,"[{""x"": 259.5660377358491, ""y"": 85.98113207547169, ""count"": 53}, {""x"": 345.8632160110421, ""y"": 50.939544513457555, ""count"": 7245}, {""x"": 346.0277490774908, ""y"": 267.9629520295203, ""count"": 6775}, {""x"": 397.7527261397861, ""y"": 475.6619586665282, ""count"": 9629}, {""x"": 470.04769339957414, ""y"": 57.597161107168205, ""count"": 7045}, {""x"": 474.4024987337498, ""y"": 275.82272497045415, ""count"": 5923}]"
1602,SI266220200309225433,2,0,"[{""x"": 346.0480381918544, ""y"": 200.23407429509174, ""count"": 6703}, {""x"": 346.37177255584567, ""y"": 416.416304032492, ""count"": 6894}, {""x"": 361.59914712153517, ""y"": 9.826581378820185, ""count"": 1407}, {""x"": 473.29054937867886, ""y"": 423.72236756049705, ""count"": 6116}, {""x"": 473.35611650485436, ""y"": 20.50135922330097, ""count"": 2575}, {""x"": 474.3585316795173, ""y"": 208.1868923902112, ""count"": 5966}]"
1603,SI266220200309225433,3,2809,"[{""x"": 405.85637149028076, ""y"": 134.4674676025918, ""count"": 14816}, {""x"": 272.3076923076923, ""y"": 81.9423076923077, ""count"": 52}]"
1604,SI266220200309225433,4,0,"[{""x"": 23.506084767100294, ""y"": 343.17519932857743, ""count"": 4766}, {""x"": 17.698744769874477, ""y"": 498.72384937238496, ""count"": 239}, {""x"": 237.06910965584507, ""y"": 335.2751846175282, ""count"": 7177}, {""x"": 397.0975109536683, ""y"": 343.9078027407476, ""count"": 10727}]"
1605,SI266220200309225433,5,0,"[{""x"": 24.64460966542751, ""y"": 57.455947955390336, ""count"": 5380}, {""x"": 24.472074205644365, ""y"": 276.0826919281626, ""count"": 5067}, {""x"": 24.384219001610305, ""y"": 472.65700483091786, ""count"": 3105}, {""x"": 238.1942582337511, ""y"": 51.284756630719905, ""count"": 6862}, {""x"": 238.1566985645933, ""y"": 268.1559509569378, ""count"": 6688}, {""x"": 323.82742352762136, ""y"": 474.7442550601126, ""count"": 13142}, {""x"": 396.4744408945687, ""y"": 58.85594813005074, ""count"": 10642}, {""x"": 397.3085626618084, ""y"": 275.9510979000863, ""count"": 10429}]"
1606,SI266220200309225433,6,0,"[{""x"": 24.27066603684459, ""y"": 20.835144071799718, ""count"": 2117}, {""x"": 24.105546687948923, ""y"": 208.6249002394254, ""count"": 5012}, {""x"": 24.71294669009959, ""y"": 424.63444639718807, ""count"": 5121}, {""x"": 237.85222319093288, ""y"": 416.4911362975879, ""count"": 6882}, {""x"": 238.23891987085412, ""y"": 199.6888758438509, ""count"": 6814}, {""x"": 253.65673662830062, ""y"": 10.169939065673663, ""count"": 1477}, {""x"": 394.83766651355074, ""y"": 206.75048231511255, ""count"": 10885}, {""x"": 398.51394422310756, ""y"": 20.669765382912793, ""count"": 4518}, {""x"": 397.46986692015207, ""y"": 424.49828897338404, ""count"": 10520}]"
1607,SI266220200309225433,7,1181,"[{""x"": 26.596210163652025, ""y"": 138.92730404823428, ""count"": 5805}, {""x"": 329.7157741801577, ""y"": 132.7665421336654, ""count"": 24090}]"
1608,SI266220200309225433,8,0,"[{""x"": 130.54779247807343, ""y"": 334.70551508844954, ""count"": 6727}, {""x"": 290.9470778117567, ""y"": 338.8771661569827, ""count"": 11772}, {""x"": 479.1381548446917, ""y"": 335.31757070004636, ""count"": 2157}]"
1609,SI266220200309225433,9,12,"[{""x"": 129.93447580645162, ""y"": 51.15380184331797, ""count"": 6944}, {""x"": 130.10122878876535, ""y"": 267.47513165593915, ""count"": 6836}, {""x"": 125.57268258426966, ""y"": 477.94294241573033, ""count"": 5696}, {""x"": 294.87085417824716, ""y"": 58.595238095238095, ""count"": 10794}, {""x"": 294.583977448395, ""y"": 274.0972992634355, ""count"": 10997}, {""x"": 297.37633563796356, ""y"": 472.52812696417345, ""count"": 6364}, {""x"": 397.39285714285717, ""y"": 198.57142857142858, ""count"": 28}, {""x"": 479.5362694300518, ""y"": 51.517098445595856, ""count"": 1930}, {""x"": 444.0, ""y"": 212.5, ""count"": 26}, {""x"": 479.61558044806515, ""y"": 267.9302443991853, ""count"": 1964}, {""x"": 479.0213447171825, ""y"": 483.1435432230523, ""count"": 1874}]"
1610,SI266220200309225433,10,45,"[{""x"": 130.02731751007613, ""y"": 200.0285117181669, ""count"": 6699}, {""x"": 129.93369746624185, ""y"": 416.3547261417084, ""count"": 6591}, {""x"": 145.30445859872611, ""y"": 10.596178343949045, ""count"": 1570}, {""x"": 297.8322266489597, ""y"": 21.255201416555998, ""count"": 4518}, {""x"": 297.239902200489, ""y"": 208.3642053789731, ""count"": 10225}, {""x"": 297.48515433610976, ""y"": 424.4122488975992, ""count"": 10205}, {""x"": 480.05897435897435, ""y"": 200.06512820512822, ""count"": 1950}, {""x"": 479.7836563645888, ""y"": 416.426925091671, ""count"": 1909}, {""x"": 497.7310924369748, ""y"": 4.932773109243698, ""count"": 119}]"
1611,SI266220200309225433,11,0,"[{""x"": 130.16075794621028, ""y"": 132.19834963325184, ""count"": 6544}, {""x"": 297.21276595744683, ""y"": 140.41737102885457, ""count"": 10293}, {""x"": 479.7939958592132, ""y"": 132.5564182194617, ""count"": 1932}]"
1612,SI266220200309225433,12,0,"[{""x"": 37.86187632440763, ""y"": 335.50799460604895, ""count"": 5191}, {""x"": 196.96631865637767, ""y"": 343.3605991829324, ""count"": 11015}, {""x"": 264.5, ""y"": 483.0, ""count"": 10}]"
1613,SI266220200309225433,13,0,"[{""x"": 37.673714169546656, ""y"": 51.051433218133766, ""count"": 4919}, {""x"": 37.71569020866774, ""y"": 267.766051364366, ""count"": 4984}, {""x"": 37.005126890540886, ""y"": 475.4826967444245, ""count"": 3901}, {""x"": 196.95496987951807, ""y"": 472.2878012048193, ""count"": 6640}, {""x"": 196.11963987377018, ""y"": 57.204102468906626, ""count"": 10774}, {""x"": 197.021629485936, ""y"": 275.87798254122214, ""count"": 10310}, {""x"": 294.1818181818182, ""y"": 15.272727272727273, ""count"": 33}]"
1614,SI266220200309225433,14,0,"[{""x"": 39.8974358974359, ""y"": 10.566239316239317, ""count"": 1404}, {""x"": 37.74211576846307, ""y"": 199.43932135728542, ""count"": 5010}, {""x"": 37.33772110242698, ""y"": 416.4660633484163, ""count"": 4862}, {""x"": 197.26315789473685, ""y"": 208.27727139076742, ""count"": 10203}, {""x"": 198.30558035714284, ""y"": 20.90982142857143, ""count"": 4480}, {""x"": 197.37363502213478, ""y"": 424.50427939006397, ""count"": 10165}]"
1615,SI266220200309225433,15,0,"[{""x"": 37.375590712964865, ""y"": 132.4516129032258, ""count"": 4867}, {""x"": 197.3827971753629, ""y"": 140.45253040408002, ""count"": 10196}]"
1616,SI266220200309225433,0,0,"[{""x"": 346.60757888060886, ""y"": 335.9240526399239, ""count"": 6307}, {""x"": 475.1932197435447, ""y"": 343.607061303355, ""count"": 5693}]"
1617,SI266220200309225433,1,0,"[{""x"": 346.8109676483389, ""y"": 51.78528942405339, ""count"": 6893}, {""x"": 346.42464736451376, ""y"": 268.4438010393467, ""count"": 6735}, {""x"": 396.74873451803984, ""y"": 475.94507269789983, ""count"": 9285}, {""x"": 472.7881734140899, ""y"": 58.06487089576028, ""count"": 6274}, {""x"": 474.83967764060355, ""y"": 276.04475308641975, ""count"": 5832}]"
1618,SI266220200309225433,2,0,"[{""x"": 346.323568575233, ""y"": 200.62568427282142, ""count"": 6759}, {""x"": 346.27272727272725, ""y"": 416.46192819918934, ""count"": 6908}, {""x"": 361.96033402922757, ""y"": 10.233820459290188, ""count"": 1437}, {""x"": 473.89595087952205, ""y"": 424.1417192167275, ""count"": 6026}, {""x"": 474.17837411207574, ""y"": 20.92778216258879, ""count"": 2534}, {""x"": 474.8890990371389, ""y"": 208.41179504814306, ""count"": 5816}]"
1619,SI266220200309225433,3,2273,"[{""x"": 405.3630520990018, ""y"": 135.20155886776973, ""count"": 14626}]"
1620,SI266220200309225433,4,0,"[{""x"": 23.437773608505317, ""y"": 344.2236814675839, ""count"": 4797}, {""x"": 237.62401905829597, ""y"": 335.43035313901345, ""count"": 7136}, {""x"": 397.5283830543346, ""y"": 343.91508463480784, ""count"": 10693}]"
1621,SI266220200309225433,5,0,"[{""x"": 24.578855480116392, ""y"": 60.126091173617844, ""count"": 5155}, {""x"": 24.48502758077226, ""y"": 276.8778565799842, ""count"": 5076}, {""x"": 24.001656726308813, ""y"": 472.84360503644797, ""count"": 3018}, {""x"": 238.27251358895253, ""y"": 51.53121786396357, ""count"": 6807}, {""x"": 238.31026323572908, ""y"": 268.39115646258506, ""count"": 6762}, {""x"": 322.5582075397139, ""y"": 474.92444479570065, ""count"": 12653}, {""x"": 397.1897789533346, ""y"": 59.552333270357074, ""count"": 10586}, {""x"": 397.722142378078, ""y"": 276.2632940500144, ""count"": 10437}]"
1622,SI266220200309225433,6,0,"[{""x"": 24.07156220767072, ""y"": 21.24041159962582, ""count"": 2138}, {""x"": 24.25868263473054, ""y"": 208.87924151696606, ""count"": 5010}, {""x"": 24.594267888477287, ""y"": 424.8297913823357, ""count"": 5129}, {""x"": 237.92907904278462, ""y"": 416.4654097171864, ""count"": 6895}, {""x"": 238.23672989266285, ""y"": 199.93118659020732, ""count"": 6801}, {""x"": 253.28448844884488, ""y"": 10.368316831683169, ""count"": 1515}, {""x"": 396.139517486441, ""y"": 207.55891153918085, ""count"": 10694}, {""x"": 398.4872021182701, ""y"": 21.08142100617829, ""count"": 4532}, {""x"": 397.75978987583574, ""y"": 424.51585482330466, ""count"": 10470}]"
1623,SI266220200309225433,7,30,"[{""x"": 26.236209335219236, ""y"": 140.13843705799152, ""count"": 5656}, {""x"": 331.50599153076854, ""y"": 134.58653932786737, ""count"": 22198}]"
1624,SI266220200309225433,8,0,"[{""x"": 130.6200383650583, ""y"": 335.35871329496825, ""count"": 6777}, {""x"": 293.7982174688057, ""y"": 341.27032085561495, ""count"": 11220}, {""x"": 479.1111111111111, ""y"": 335.69010782934834, ""count"": 2133}]"
1625,SI266220200309225433,9,53,"[{""x"": 129.97540983606558, ""y"": 51.64308311763014, ""count"": 6954}, {""x"": 130.19912472647704, ""y"": 267.7731582786287, ""count"": 6855}, {""x"": 125.70414096916299, ""y"": 478.05092511013214, ""count"": 5675}, {""x"": 295.8997491405742, ""y"": 59.4468085106383, ""count"": 10763}, {""x"": 296.02348715114675, ""y"": 275.0081053698075, ""count"": 10857}, {""x"": 297.56710092607125, ""y"": 472.5492073457856, ""count"": 6371}, {""x"": 397.44, ""y"": 198.56, ""count"": 25}, {""x"": 479.7738219895288, ""y"": 51.677486910994766, ""count"": 1910}, {""x"": 443.962962962963, ""y"": 212.40740740740742, ""count"": 27}, {""x"": 479.6987341772152, ""y"": 268.02025316455695, ""count"": 1975}, {""x"": 478.7301916105645, ""y"": 483.279129984464, ""count"": 1931}]"
1626,SI266220200309225433,10,0,"[{""x"": 129.9871491875923, ""y"": 200.34357459379615, ""count"": 6770}, {""x"": 129.94185523752435, ""y"": 416.6587741645437, ""count"": 6673}, {""x"": 145.28977272727272, ""y"": 10.630681818181818, ""count"": 1584}, {""x"": 297.85208012326655, ""y"": 21.35197006383447, ""count"": 4543}, {""x"": 297.3768703542813, ""y"": 208.5598996042089, ""count"": 10359}, {""x"": 297.75271002710025, ""y"": 424.5572977158343, ""count"": 10332}, {""x"": 479.90180878552974, ""y"": 200.21757105943152, ""count"": 1935}, {""x"": 479.7901878914405, ""y"": 416.4295407098121, ""count"": 1916}, {""x"": 497.7244094488189, ""y"": 5.141732283464567, ""count"": 127}]"
1627,SI266220200309225433,11,0,"[{""x"": 130.16078728236184, ""y"": 132.39576078728237, ""count"": 6605}, {""x"": 297.5517341319679, ""y"": 140.71133223843108, ""count"": 10351}, {""x"": 479.83938618925833, ""y"": 132.6854219948849, ""count"": 1955}]"
1628,SI266220200309225433,12,0,"[{""x"": 37.90604668962878, ""y"": 335.7342135476464, ""count"": 5226}, {""x"": 196.87468563004077, ""y"": 343.78301968606365, ""count"": 11531}, {""x"": 264.5, ""y"": 483.0, ""count"": 12}]"
1629,SI266220200309225433,13,0,"[{""x"": 37.67229254571027, ""y"": 51.867791842475384, ""count"": 4977}, {""x"": 37.741590819153146, ""y"": 268.1861891571033, ""count"": 5054}, {""x"": 37.02429046279724, ""y"": 475.4131935566351, ""count"": 3911}, {""x"": 197.13842192942602, ""y"": 472.2825988187188, ""count"": 6603}, {""x"": 197.190587138863, ""y"": 58.85340167753961, ""count"": 10730}, {""x"": 197.36959420842066, ""y"": 276.65488664507524, ""count"": 10498}]"
1630,SI266220200309225433,14,0,"[{""x"": 39.677154582763336, ""y"": 10.96374829001368, ""count"": 1462}, {""x"": 37.75559516735987, ""y"": 199.7229154287978, ""count"": 5049}, {""x"": 37.29372333942718, ""y"": 416.5250863294739, ""count"": 4923}, {""x"": 197.43048721659432, ""y"": 208.40607814761216, ""count"": 10365}, {""x"": 198.56130434782608, ""y"": 21.493260869565216, ""count"": 4600}, {""x"": 197.54300709495578, ""y"": 424.5357177568277, ""count"": 10289}]"
1631,SI266220200309225433,15,0,"[{""x"": 37.3317823184301, ""y"": 132.77503540360104, ""count"": 4943}, {""x"": 197.49466950959487, ""y"": 140.54603605349874, ""count"": 10318}]"
1632,SI266220200309225433,0,0,"[{""x"": 346.42895612228733, ""y"": 336.1561856486615, ""count"": 6313}, {""x"": 475.1587610619469, ""y"": 344.4332743362832, ""count"": 5650}]"
1633,SI266220200309225433,1,0,"[{""x"": 346.0270700636943, ""y"": 52.561667631731325, ""count"": 6908}, {""x"": 346.2739377618193, ""y"": 268.7960801915021, ""count"": 6684}, {""x"": 342.68617219530375, ""y"": 478.56746179649645, ""count"": 5366}, {""x"": 474.01203032300594, ""y"": 60.306361239288066, ""count"": 6068}, {""x"": 474.998960679023, ""y"": 276.9071539927248, ""count"": 5773}, {""x"": 474.9415995397008, ""y"": 473.05207134637516, ""count"": 3476}]"
1634,SI266220200309225433,2,0,"[{""x"": 346.3417441345728, ""y"": 200.75830013280213, ""count"": 6777}, {""x"": 346.2474526928675, ""y"": 416.7995633187773, ""count"": 6870}, {""x"": 362.0338294993234, ""y"": 10.31596752368065, ""count"": 1478}, {""x"": 474.97741024606694, ""y"": 21.226300927793464, ""count"": 2479}, {""x"": 475.0958999305073, ""y"": 208.88481584433634, ""count"": 5756}, {""x"": 474.7130022037633, ""y"": 424.7609764366842, ""count"": 5899}]"
1635,SI266220200309225433,3,3647,"[{""x"": 407.0317829018186, ""y"": 136.61384624100617, ""count"": 17651}]"
1636,SI266220200309225433,4,0,"[{""x"": 23.710815860494083, ""y"": 344.3906996055636, ""count"": 4817}, {""x"": 237.52249783674645, ""y"": 336.3865012979521, ""count"": 6934}, {""x"": 397.9205633802817, ""y"": 344.1476056338028, ""count"": 10650}]"
1637,SI266220200309225433,5,0,"[{""x"": 24.526480359585694, ""y"": 60.22376392417432, ""count"": 5117}, {""x"": 24.52238217314139, ""y"": 276.7982646420824, ""count"": 5071}, {""x"": 24.36219431592862, ""y"": 473.37640449438203, ""count"": 3026}, {""x"": 238.18526886579303, ""y"": 52.26374453984034, ""count"": 6639}, {""x"": 238.17663606751555, ""y"": 268.6594610601125, ""count"": 6754}, {""x"": 234.20257994186048, ""y"": 478.4278706395349, ""count"": 5504}, {""x"": 397.9385635996539, ""y"": 60.47428131910393, ""count"": 10401}, {""x"": 398.0236182826544, ""y"": 276.53576209600305, ""count"": 10458}, {""x"": 398.1113395540092, ""y"": 472.9723232642733, ""count"": 6323}]"
1638,SI266220200309225433,6,0,"[{""x"": 23.56324582338902, ""y"": 21.147494033412887, ""count"": 2095}, {""x"": 24.53481012658228, ""y"": 208.96756329113924, ""count"": 5056}, {""x"": 24.66362223085892, ""y"": 424.6251457442674, ""count"": 5146}, {""x"": 238.02696793002914, ""y"": 416.7753644314869, ""count"": 6860}, {""x"": 238.2252038547072, ""y"": 200.87220163083765, ""count"": 6745}, {""x"": 253.32379713914173, ""y"": 10.413524057217165, ""count"": 1538}, {""x"": 397.8199350773344, ""y"": 208.6945770479282, ""count"": 10474}, {""x"": 397.673719376392, ""y"": 21.30846325167038, ""count"": 4490}, {""x"": 398.1067133794148, ""y"": 424.58308872265883, ""count"": 10561}]"
1639,SI266220200309225433,7,1261,"[{""x"": 27.037199124726477, ""y"": 140.56438310048813, ""count"": 5941}, {""x"": 237.04437689969606, ""y"": 134.0868085106383, ""count"": 8225}, {""x"": 392.8464664054564, ""y"": 143.42453925409956, ""count"": 13782}]"
1640,SI266220200309225433,8,0,"[{""x"": 130.2798123486683, ""y"": 336.21125907990313, ""count"": 6608}, {""x"": 297.81717744259777, ""y"": 344.5407820155635, ""count"": 10409}, {""x"": 479.436978911231, ""y"": 336.4664051005395, ""count"": 2039}]"
1641,SI266220200309225433,9,71,"[{""x"": 125.7235887453548, ""y"": 478.11803220668907, ""count"": 5651}, {""x"": 130.3190828402367, ""y"": 52.570710059171596, ""count"": 6760}, {""x"": 130.24818706526565, ""y"": 268.6122539588575, ""count"": 6757}, {""x"": 297.9697716289207, ""y"": 276.48981332322563, ""count"": 10553}, {""x"": 297.86643704554155, ""y"": 60.61184462303865, ""count"": 10452}, {""x"": 298.9253341527116, ""y"": 472.92272238439085, ""count"": 6509}, {""x"": 480.0274046211714, ""y"": 52.624395486297686, ""count"": 1861}, {""x"": 479.7637755102041, ""y"": 268.78877551020406, ""count"": 1960}, {""x"": 478.6218181818182, ""y"": 483.5335064935065, ""count"": 1925}]"
1642,SI266220200309225433,10,0,"[{""x"": 8.5, ""y"": 417.2916666666667, ""count"": 48}, {""x"": 130.03245887060916, ""y"": 200.86749666518452, ""count"": 6747}, {""x"": 130.04814979937584, ""y"": 416.9039976222321, ""count"": 6729}, {""x"": 144.61260709914322, ""y"": 10.600367197062424, ""count"": 1634}, {""x"": 297.9444284756156, ""y"": 424.67739771965125, ""count"": 10437}, {""x"": 297.7904725390588, ""y"": 208.7401514425381, ""count"": 10433}, {""x"": 298.07509881422925, ""y"": 21.466842336407552, ""count"": 4554}, {""x"": 390.2, ""y"": 359.0, ""count"": 15}, {""x"": 479.72281776416537, ""y"": 200.87340479836652, ""count"": 1959}, {""x"": 479.72020460358056, ""y"": 416.91764705882355, ""count"": 1955}, {""x"": 497.5151515151515, ""y"": 5.1893939393939394, ""count"": 132}]"
1643,SI266220200309225433,11,0,"[{""x"": 130.19036835748793, ""y"": 132.8737922705314, ""count"": 6624}, {""x"": 297.73254058135143, ""y"": 141.5408644771612, ""count"": 10596}, {""x"": 479.5455911823647, ""y"": 133.08567134268537, ""count"": 1996}]"
1644,SI266220200309225433,12,0,"[{""x"": 37.650068613997256, ""y"": 336.3614977455401, ""count"": 5101}, {""x"": 197.40517546969159, ""y"": 343.8733605104573, ""count"": 11284}]"
1645,SI266220200309225433,13,0,"[{""x"": 37.36236359892938, ""y"": 52.54869260860614, ""count"": 4857}, {""x"": 37.7228531579996, ""y"": 268.5674437138872, ""count"": 5019}, {""x"": 36.595163806552264, ""y"": 475.5873634945398, ""count"": 3846}, {""x"": 198.13186984275262, ""y"": 472.77347034096215, ""count"": 6423}, {""x"": 197.74446057087567, ""y"": 60.52443154329947, ""count"": 10335}, {""x"": 197.95057833859096, ""y"": 277.01672880221776, ""count"": 10461}]"
1646,SI266220200309225433,14,0,"[{""x"": 40.059339177343226, ""y"": 11.060687795010114, ""count"": 1483}, {""x"": 37.65934943125125, ""y"": 200.71343045300338, ""count"": 5011}, {""x"": 37.65648092670261, ""y"": 416.8008787697224, ""count"": 5007}, {""x"": 198.20290483416431, ""y"": 21.474311727725993, ""count"": 4613}, {""x"": 197.4945318495779, ""y"": 208.60888334612432, ""count"": 10424}, {""x"": 197.45396125071935, ""y"": 424.73335891041626, ""count"": 10426}]"
1647,SI266220200309225433,15,0,"[{""x"": 37.42136975296244, ""y"": 132.9132355894758, ""count"": 4979}, {""x"": 196.8931790152737, ""y"": 141.1919172754008, ""count"": 10541}]"
1648,SI266220200309225433,0,0,"[{""x"": 346.0516424510423, ""y"": 336.288218572331, ""count"": 6332}, {""x"": 475.07756183745585, ""y"": 344.36342756183745, ""count"": 5660}]"
1649,SI266220200309225433,1,0,"[{""x"": 345.6366392377653, ""y"": 52.80265627255666, ""count"": 6927}, {""x"": 346.07968657599054, ""y"": 268.9235659373152, ""count"": 6764}, {""x"": 342.4556727743846, ""y"": 478.4882472700352, ""count"": 5403}, {""x"": 473.8857999001165, ""y"": 60.77676044614616, ""count"": 6007}, {""x"": 474.719696969697, ""y"": 276.9970730027548, ""count"": 5808}, {""x"": 474.45992636646844, ""y"": 472.9858397054659, ""count"": 3531}]"
1650,SI266220200309225433,2,0,"[{""x"": 346.1212747123045, ""y"": 200.96341103570376, ""count"": 6778}, {""x"": 345.8242087254063, ""y"": 416.8373253493014, ""count"": 7014}, {""x"": 362.0958994708995, ""y"": 10.564814814814815, ""count"": 1512}, {""x"": 474.8868903493601, ""y"": 208.9588377723971, ""count"": 5782}, {""x"": 474.5539993250084, ""y"": 424.81049611879854, ""count"": 5926}, {""x"": 474.8467065868264, ""y"": 21.261477045908183, ""count"": 2505}]"
1651,SI266220200309225433,3,2723,"[{""x"": 405.3232279840442, ""y"": 136.37895059834304, ""count"": 16295}, {""x"": 297.3777777777778, ""y"": 202.0888888888889, ""count"": 45}, {""x"": 447.0, ""y"": 221.89473684210526, ""count"": 19}]"
1652,SI266220200309225433,4,0,"[{""x"": 23.721576763485476, ""y"": 344.75373443983403, ""count"": 4820}, {""x"": 237.49632617778417, ""y"": 336.43495173606107, ""count"": 6941}, {""x"": 397.7798294123161, ""y"": 344.2222326366107, ""count"": 10669}]"
1653,SI266220200309225433,5,0,"[{""x"": 24.66959406713505, ""y"": 60.61670569867291, ""count"": 5124}, {""x"": 24.696868229269253, ""y"": 277.201496947016, ""count"": 5077}, {""x"": 24.330454998339423, ""y"": 473.5616074393889, ""count"": 3011}, {""x"": 237.703228659885, ""y"": 268.90048651039365, ""count"": 6783}, {""x"": 234.0775814969951, ""y"": 478.5554543798944, ""count"": 5491}, {""x"": 238.1454982714565, ""y"": 52.52938523974147, ""count"": 6653}, {""x"": 397.45089371516434, ""y"": 60.52402460119162, ""count"": 10406}, {""x"": 398.0743393823623, ""y"": 473.21505889843996, ""count"": 6282}, {""x"": 398.08924793229465, ""y"": 276.9170032698596, ""count"": 10398}]"
1654,SI266220200309225433,6,0,"[{""x"": 23.973098330241186, ""y"": 21.60482374768089, ""count"": 2156}, {""x"": 24.6573673870334, ""y"": 209.23261296660118, ""count"": 5090}, {""x"": 24.899110939311946, ""y"": 425.2102821801314, ""count"": 5174}, {""x"": 237.92108328479907, ""y"": 416.92166569598135, ""count"": 6868}, {""x"": 238.04829210836277, ""y"": 200.95362190812722, ""count"": 6792}, {""x"": 253.44592875318065, ""y"": 10.65966921119593, ""count"": 1572}, {""x"": 397.8690776562938, ""y"": 425.02551163442666, ""count"": 10701}, {""x"": 397.45159151193633, ""y"": 209.09577491474045, ""count"": 10556}, {""x"": 397.76376554174067, ""y"": 21.32526642984014, ""count"": 4504}]"
1655,SI266220200309225433,7,822,"[{""x"": 26.45927997203775, ""y"": 141.30810905277875, ""count"": 5722}, {""x"": 330.9732543179071, ""y"": 139.46469647939492, ""count"": 25649}]"
1656,SI266220200309225433,8,0,"[{""x"": 129.85643115942028, ""y"": 336.19504830917873, ""count"": 6624}, {""x"": 297.4521332442493, ""y"": 344.4512742197194, ""count"": 10477}, {""x"": 479.325831702544, ""y"": 336.4706457925636, ""count"": 2044}]"
1657,SI266220200309225433,9,115,"[{""x"": 125.58699876346935, ""y"": 478.15827592298183, ""count"": 5661}, {""x"": 130.07703814510097, ""y"": 52.53044128646223, ""count"": 6685}, {""x"": 130.01154358443097, ""y"": 268.81441468107147, ""count"": 6757}, {""x"": 297.6747883349012, ""y"": 276.7365004703669, ""count"": 10630}, {""x"": 297.75731530661517, ""y"": 60.735103814582324, ""count"": 10355}, {""x"": 298.7575011540237, ""y"": 472.9352208032005, ""count"": 6499}, {""x"": 478.56427818756583, ""y"": 483.8851422550053, ""count"": 1898}, {""x"": 479.85222457627117, ""y"": 52.47987288135593, ""count"": 1888}, {""x"": 479.64344262295083, ""y"": 268.86270491803276, ""count"": 1952}]"
1658,SI266220200309225433,10,3,"[{""x"": 8.3, ""y"": 417.15, ""count"": 40}, {""x"": 129.95279798129732, ""y"": 416.9214784028499, ""count"": 6737}, {""x"": 129.94413987257371, ""y"": 200.92458141946955, ""count"": 6749}, {""x"": 144.68986568986568, ""y"": 10.65018315018315, ""count"": 1638}, {""x"": 297.70286648711044, ""y"": 424.8996729511351, ""count"": 10396}, {""x"": 297.8654266958425, ""y"": 21.551422319474835, ""count"": 4570}, {""x"": 297.77509615384616, ""y"": 209.00134615384616, ""count"": 10400}, {""x"": 390.2352941176471, ""y"": 359.0, ""count"": 17}, {""x"": 479.5888661899898, ""y"": 200.8779366700715, ""count"": 1958}, {""x"": 479.71173469387753, ""y"": 416.96632653061226, ""count"": 1960}, {""x"": 497.34586466165416, ""y"": 5.097744360902255, ""count"": 133}]"
1659,SI266220200309225433,11,0,"[{""x"": 129.915770609319, ""y"": 132.96385902031062, ""count"": 6696}, {""x"": 297.1450704225352, ""y"": 141.3668544600939, ""count"": 10650}, {""x"": 479.4503740648379, ""y"": 133.10324189526185, ""count"": 2005}]"
1660,SI266220200309225433,12,0,"[{""x"": 37.67105780574125, ""y"": 336.43511600471885, ""count"": 5086}, {""x"": 197.96748649152227, ""y"": 344.22489286379727, ""count"": 10734}]"
1661,SI266220200309225433,13,0,"[{""x"": 37.335466556564825, ""y"": 52.56007431874484, ""count"": 4844}, {""x"": 37.800361881785285, ""y"": 268.58564535585043, ""count"": 4974}, {""x"": 36.62522947810123, ""y"": 475.8712300026226, ""count"": 3813}, {""x"": 197.36162289298315, ""y"": 60.47843982751862, ""count"": 10204}, {""x"": 197.80226371287608, ""y"": 277.04150140272804, ""count"": 10337}, {""x"": 197.80882814954447, ""y"": 473.20750863964815, ""count"": 6366}]"
